ARRIVALS,,,,
#sitename,,,,
#onset,,,,
#first motion,,,,
#phase,,,,
#year month day,,,,
#hour minute,,,,
#second,,,,
#uncertainty in seconds,,,,
#peak amplitude,,,,
#frequency at P phase,,,,
,,,,
TIME SERIES,,,,
LLPS,LLPS,LLPS,#sitename,
EHE _,EHN _,EHZ _,#component,
unnamed,unnamed,unnamed,#authority,
20180828,20180828,20180828,#year month day,
438,438,438,#hour minute,
7.112,7.112,7.112,#second,
100,100,100,#samples per second,
27126,27126,27126,#number of samples,
0,0,0,#sync,
,,,#sync source,
--------,--------,--------,,
835,-2258,344,21162,
784,-2336,337,21163,
835,-2261,359,21164,
859,-2245,351,21165,
882,-2183,328,21166,
863,-2227,288,21167,
847,-2216,313,21168,
833,-2179,278,21169,
817,-2213,240,21170,
925,-2185,327,21171,
921,-2210,408,21172,
946,-2263,454,21173,
910,-2243,421,21174,
885,-2242,340,21175,
939,-2242,390,21176,
951,-2165,408,21177,
940,-2122,414,21178,
861,-2106,512,21179,
803,-2154,478,21180,
721,-2232,413,21181,
736,-2257,273,21182,
810,-2222,179,21183,
869,-2156,224,21184,
939,-2104,162,21185,
907,-2095,261,21186,
855,-2223,365,21187,
839,-2301,386,21188,
755,-2335,408,21189,
732,-2395,310,21190,
687,-2301,378,21191,
693,-2298,437,21192,
699,-2340,382,21193,
602,-2368,350,21194,
746,-2401,270,21195,
729,-2270,275,21196,
737,-2188,305,21197,
858,-2159,270,21198,
818,-2154,199,21199,
858,-2195,164,21200,
834,-2188,262,21201,
846,-2279,300,21202,
831,-2421,315,21203,
864,-2383,306,21204,
933,-2460,246,21205,
898,-2409,279,21206,
914,-2310,300,21207,
876,-2384,405,21208,
843,-2185,425,21209,
854,-2203,361,21210,
834,-2190,439,21211,
815,-2169,411,21212,
838,-2356,382,21213,
798,-2307,392,21214,
785,-2309,372,21215,
794,-2213,383,21216,
866,-2186,328,21217,
984,-2311,279,21218,
954,-2294,312,21219,
997,-2345,293,21220,
939,-2307,291,21221,
962,-2273,393,21222,
1037,-2316,415,21223,
979,-2283,403,21224,
1027,-2263,378,21225,
914,-2184,343,21226,
853,-2277,351,21227,
856,-2341,344,21228,
760,-2245,386,21229,
752,-2259,365,21230,
803,-2115,329,21231,
814,-2096,312,21232,
783,-2189,210,21233,
754,-2109,257,21234,
807,-2221,351,21235,
868,-2257,331,21236,
843,-2201,287,21237,
876,-2231,213,21238,
815,-2136,237,21239,
815,-2228,297,21240,
799,-2258,347,21241,
703,-2156,456,21242,
822,-2222,511,21243,
795,-2150,552,21244,
759,-2186,540,21245,
783,-2206,474,21246,
727,-2059,441,21247,
783,-2148,372,21248,
785,-2240,282,21249,
854,-2349,217,21250,
964,-2407,242,21251,
927,-2307,342,21252,
945,-2318,402,21253,
955,-2318,401,21254,
932,-2335,363,21255,
959,-2355,308,21256,
925,-2291,288,21257,
917,-2259,298,21258,
894,-2218,387,21259,
811,-2161,519,21260,
831,-2135,519,21261,
740,-2129,441,21262,
736,-2243,317,21263,
829,-2287,227,21264,
726,-2213,250,21265,
754,-2161,272,21266,
719,-2063,252,21267,
784,-2118,206,21268,
952,-2202,230,21269,
855,-2266,274,21270,
899,-2357,258,21271,
780,-2342,261,21272,
742,-2329,337,21273,
875,-2310,419,21274,
718,-2257,378,21275,
788,-2217,304,21276,
802,-2186,312,21277,
773,-2213,340,21278,
838,-2235,370,21279,
770,-2211,353,21280,
791,-2209,309,21281,
779,-2187,323,21282,
831,-2185,314,21283,
906,-2134,294,21284,
868,-2095,256,21285,
868,-2103,242,21286,
881,-2182,276,21287,
894,-2251,298,21288,
921,-2233,399,21289,
886,-2290,420,21290,
876,-2312,424,21291,
882,-2358,506,21292,
835,-2356,454,21293,
805,-2293,437,21294,
802,-2269,470,21295,
851,-2241,428,21296,
864,-2288,420,21297,
894,-2297,379,21298,
937,-2270,364,21299,
924,-2325,367,21300,
945,-2353,288,21301,
951,-2328,298,21302,
926,-2344,268,21303,
920,-2310,204,21304,
923,-2289,212,21305,
910,-2338,213,21306,
879,-2260,296,21307,
853,-2216,353,21308,
832,-2175,355,21309,
873,-2083,396,21310,
892,-2158,437,21311,
875,-2149,432,21312,
867,-2178,419,21313,
798,-2278,391,21314,
822,-2258,336,21315,
852,-2241,311,21316,
853,-2228,263,21317,
904,-2257,237,21318,
911,-2312,229,21319,
933,-2352,230,21320,
866,-2304,250,21321,
823,-2324,301,21322,
839,-2370,368,21323,
839,-2304,389,21324,
906,-2238,412,21325,
872,-2163,423,21326,
852,-2082,471,21327,
869,-2185,457,21328,
859,-2233,424,21329,
840,-2143,415,21330,
839,-2171,375,21331,
859,-2088,379,21332,
900,-2157,355,21333,
964,-2151,423,21334,
902,-2060,403,21335,
940,-2168,319,21336,
893,-2237,352,21337,
894,-2328,373,21338,
891,-2294,456,21339,
744,-2209,502,21340,
766,-2175,516,21341,
735,-2265,548,21342,
808,-2344,451,21343,
800,-2354,359,21344,
752,-2276,357,21345,
772,-2227,343,21346,
781,-2257,374,21347,
813,-2229,304,21348,
777,-2213,254,21349,
774,-2169,253,21350,
740,-2271,170,21351,
828,-2342,223,21352,
842,-2376,245,21353,
787,-2371,183,21354,
786,-2298,233,21355,
745,-2309,329,21356,
758,-2238,350,21357,
727,-2199,337,21358,
801,-2181,329,21359,
820,-2148,381,21360,
792,-2182,386,21361,
847,-2110,329,21362,
838,-2106,351,21363,
878,-2093,311,21364,
849,-2029,300,21365,
880,-2112,355,21366,
859,-2060,350,21367,
824,-2093,351,21368,
855,-2170,313,21369,
804,-2095,297,21370,
911,-2139,323,21371,
837,-2104,322,21372,
778,-2098,337,21373,
872,-2200,300,21374,
853,-2218,269,21375,
915,-2313,285,21376,
933,-2305,326,21377,
884,-2280,366,21378,
870,-2303,399,21379,
862,-2328,407,21380,
861,-2394,311,21381,
897,-2423,231,21382,
903,-2487,187,21383,
907,-2484,145,21384,
976,-2461,193,21385,
986,-2400,271,21386,
964,-2350,296,21387,
936,-2331,301,21388,
902,-2333,317,21389,
860,-2324,323,21390,
818,-2310,274,21391,
771,-2285,291,21392,
764,-2230,401,21393,
813,-2256,428,21394,
754,-2195,375,21395,
730,-2215,360,21396,
741,-2233,374,21397,
738,-2188,383,21398,
775,-2280,391,21399,
778,-2215,367,21400,
867,-2227,304,21401,
928,-2273,339,21402,
875,-2270,434,21403,
903,-2347,464,21404,
863,-2331,483,21405,
785,-2332,446,21406,
829,-2215,482,21407,
806,-2207,527,21408,
816,-2213,450,21409,
833,-2196,433,21410,
805,-2223,403,21411,
840,-2198,388,21412,
812,-2200,416,21413,
811,-2163,329,21414,
846,-2199,242,21415,
825,-2235,243,21416,
902,-2279,275,21417,
900,-2261,277,21418,
930,-2305,324,21419,
974,-2262,395,21420,
865,-2255,406,21421,
928,-2193,476,21422,
861,-2080,477,21423,
798,-2201,413,21424,
792,-2083,360,21425,
764,-2096,339,21426,
856,-2100,379,21427,
803,-1974,377,21428,
818,-2095,321,21429,
806,-2075,290,21430,
829,-2061,238,21431,
850,-2107,198,21432,
840,-2085,226,21433,
944,-2254,221,21434,
948,-2293,310,21435,
928,-2326,296,21436,
829,-2365,260,21437,
760,-2276,244,21438,
744,-2389,182,21439,
763,-2369,354,21440,
797,-2312,373,21441,
783,-2252,347,21442,
801,-2213,376,21443,
762,-2262,340,21444,
751,-2249,353,21445,
759,-2287,291,21446,
764,-2280,253,21447,
833,-2302,191,21448,
863,-2286,197,21449,
886,-2291,309,21450,
907,-2370,319,21451,
906,-2385,253,21452,
980,-2373,279,21453,
1011,-2348,288,21454,
991,-2288,284,21455,
969,-2256,343,21456,
985,-2287,348,21457,
975,-2258,445,21458,
933,-2291,458,21459,
931,-2212,464,21460,
831,-2157,517,21461,
866,-2210,484,21462,
886,-2143,461,21463,
839,-2126,351,21464,
892,-2100,337,21465,
784,-2144,315,21466,
788,-2219,254,21467,
867,-2226,318,21468,
787,-2229,266,21469,
773,-2290,275,21470,
697,-2354,381,21471,
669,-2329,415,21472,
695,-2296,491,21473,
685,-2256,513,21474,
785,-2201,488,21475,
826,-2195,423,21476,
836,-2146,367,21477,
836,-2151,333,21478,
812,-2261,259,21479,
804,-2235,206,21480,
827,-2246,193,21481,
835,-2279,276,21482,
867,-2235,320,21483,
851,-2231,313,21484,
826,-2260,356,21485,
871,-2211,378,21486,
882,-2252,394,21487,
930,-2221,416,21488,
899,-2186,416,21489,
915,-2311,419,21490,
890,-2209,392,21491,
890,-2131,393,21492,
847,-1975,458,21493,
778,-1914,453,21494,
892,-2018,379,21495,
803,-2071,298,21496,
820,-2154,238,21497,
858,-2177,223,21498,
845,-2235,262,21499,
896,-2298,311,21500,
860,-2300,358,21501,
878,-2238,367,21502,
919,-2298,302,21503,
955,-2319,256,21504,
892,-2327,298,21505,
890,-2318,389,21506,
876,-2337,439,21507,
836,-2451,433,21508,
840,-2404,440,21509,
765,-2307,482,21510,
794,-2221,481,21511,
795,-2282,396,21512,
768,-2279,293,21513,
797,-2238,246,21514,
797,-2240,226,21515,
800,-2197,237,21516,
837,-2251,232,21517,
883,-2310,185,21518,
922,-2337,226,21519,
989,-2327,251,21520,
956,-2361,290,21521,
960,-2429,416,21522,
1002,-2357,480,21523,
851,-2302,481,21524,
828,-2303,447,21525,
848,-2262,393,21526,
794,-2348,320,21527,
888,-2274,319,21528,
797,-2153,349,21529,
780,-2210,369,21530,
797,-2198,362,21531,
699,-2225,323,21532,
769,-2270,352,21533,
733,-2240,323,21534,
821,-2215,273,21535,
887,-2237,263,21536,
809,-2214,286,21537,
801,-2227,317,21538,
727,-2275,319,21539,
747,-2321,303,21540,
808,-2355,294,21541,
852,-2312,357,21542,
864,-2221,391,21543,
800,-2143,381,21544,
783,-2212,368,21545,
819,-2225,392,21546,
829,-2243,412,21547,
814,-2192,392,21548,
808,-2077,402,21549,
825,-2138,369,21550,
862,-2102,363,21551,
877,-2175,362,21552,
892,-2135,328,21553,
931,-1966,320,21554,
957,-2010,303,21555,
992,-1960,412,21556,
944,-2062,460,21557,
890,-2098,420,21558,
901,-2086,427,21559,
920,-2189,357,21560,
897,-2086,367,21561,
842,-2177,401,21562,
850,-2195,381,21563,
778,-2249,282,21564,
856,-2411,196,21565,
874,-2257,232,21566,
743,-2264,223,21567,
808,-2255,272,21568,
799,-2297,315,21569,
831,-2424,318,21570,
851,-2408,405,21571,
746,-2473,365,21572,
746,-2439,309,21573,
807,-2361,427,21574,
845,-2339,420,21575,
836,-2260,366,21576,
837,-2213,329,21577,
881,-2231,250,21578,
927,-2203,297,21579,
930,-2223,270,21580,
909,-2210,267,21581,
957,-2182,357,21582,
991,-2221,344,21583,
951,-2232,268,21584,
947,-2243,231,21585,
964,-2220,306,21586,
943,-2263,329,21587,
998,-2221,362,21588,
970,-2153,443,21589,
812,-2200,404,21590,
797,-2187,417,21591,
776,-2206,460,21592,
816,-2270,465,21593,
843,-2325,445,21594,
773,-2378,336,21595,
792,-2333,304,21596,
755,-2251,346,21597,
757,-2201,340,21598,
759,-2237,300,21599,
791,-2325,213,21600,
877,-2358,166,21601,
819,-2416,164,21602,
811,-2346,208,21603,
769,-2284,373,21604,
723,-2305,381,21605,
775,-2311,323,21606,
814,-2373,402,21607,
853,-2286,365,21608,
772,-2200,359,21609,
768,-2202,346,21610,
797,-2165,306,21611,
794,-2199,346,21612,
887,-2128,309,21613,
873,-2021,321,21614,
903,-2110,292,21615,
932,-2106,261,21616,
863,-2134,300,21617,
886,-2159,304,21618,
846,-2127,312,21619,
873,-2200,259,21620,
930,-2187,244,21621,
903,-2182,231,21622,
974,-2151,290,21623,
954,-2254,429,21624,
937,-2332,441,21625,
929,-2258,511,21626,
838,-2224,564,21627,
801,-2207,482,21628,
804,-2332,405,21629,
781,-2338,384,21630,
807,-2315,404,21631,
778,-2316,345,21632,
711,-2237,274,21633,
815,-2208,286,21634,
801,-2211,292,21635,
839,-2232,296,21636,
840,-2221,283,21637,
755,-2288,278,21638,
860,-2309,339,21639,
858,-2257,408,21640,
861,-2211,507,21641,
854,-2178,535,21642,
829,-2206,454,21643,
810,-2180,444,21644,
764,-2285,367,21645,
815,-2380,179,21646,
888,-2323,128,21647,
978,-2241,187,21648,
990,-2197,294,21649,
1027,-2259,321,21650,
1054,-2318,296,21651,
1010,-2372,385,21652,
1026,-2330,431,21653,
884,-2287,489,21654,
825,-2247,564,21655,
826,-2201,545,21656,
733,-2244,514,21657,
787,-2208,475,21658,
716,-2176,473,21659,
703,-2199,405,21660,
813,-2225,334,21661,
775,-2236,349,21662,
780,-2235,218,21663,
732,-2197,164,21664,
714,-2122,247,21665,
824,-2165,247,21666,
827,-2210,290,21667,
883,-2263,315,21668,
864,-2274,266,21669,
766,-2184,236,21670,
794,-2185,258,21671,
694,-2183,272,21672,
744,-2267,281,21673,
832,-2317,352,21674,
746,-2307,390,21675,
812,-2277,361,21676,
768,-2188,335,21677,
760,-2235,322,21678,
888,-2224,300,21679,
883,-2236,285,21680,
911,-2247,303,21681,
879,-2212,345,21682,
895,-2231,328,21683,
950,-2279,290,21684,
905,-2341,307,21685,
991,-2315,369,21686,
961,-2284,407,21687,
930,-2212,355,21688,
999,-2212,346,21689,
929,-2301,306,21690,
957,-2312,312,21691,
935,-2350,408,21692,
939,-2305,336,21693,
1046,-2206,357,21694,
1002,-2225,416,21695,
917,-2195,355,21696,
811,-2260,302,21697,
859,-2338,310,21698,
864,-2300,403,21699,
801,-2349,364,21700,
808,-2281,333,21701,
778,-2277,341,21702,
872,-2308,374,21703,
899,-2188,505,21704,
857,-2183,480,21705,
887,-2195,434,21706,
857,-2217,449,21707,
761,-2267,417,21708,
779,-2203,421,21709,
661,-2192,373,21710,
617,-2259,314,21711,
742,-2268,335,21712,
747,-2251,302,21713,
863,-2199,276,21714,
768,-2196,304,21715,
769,-2196,312,21716,
770,-2163,327,21717,
664,-2168,306,21718,
790,-2162,276,21719,
758,-2256,288,21720,
868,-2271,342,21721,
903,-2220,455,21722,
839,-2214,443,21723,
884,-2101,382,21724,
785,-2122,371,21725,
825,-2172,339,21726,
807,-2153,374,21727,
765,-2184,309,21728,
820,-2124,262,21729,
800,-2066,257,21730,
912,-2068,218,21731,
893,-2133,294,21732,
872,-2215,264,21733,
949,-2216,257,21734,
863,-2180,307,21735,
918,-2196,283,21736,
918,-2263,303,21737,
917,-2275,329,21738,
999,-2242,420,21739,
942,-2223,473,21740,
975,-2229,420,21741,
882,-2214,433,21742,
769,-2163,421,21743,
772,-2182,329,21744,
730,-2199,273,21745,
826,-2202,329,21746,
840,-2219,364,21747,
816,-2229,301,21748,
899,-2290,314,21749,
913,-2357,300,21750,
882,-2410,271,21751,
815,-2393,321,21752,
751,-2363,347,21753,
788,-2389,356,21754,
815,-2421,365,21755,
825,-2491,361,21756,
908,-2511,337,21757,
907,-2480,392,21758,
928,-2447,433,21759,
897,-2324,430,21760,
863,-2289,406,21761,
896,-2264,356,21762,
884,-2179,354,21763,
928,-2145,300,21764,
853,-2139,329,21765,
818,-2273,340,21766,
860,-2302,316,21767,
844,-2316,348,21768,
851,-2276,334,21769,
799,-2166,406,21770,
795,-2187,367,21771,
819,-2131,293,21772,
801,-2175,318,21773,
810,-2220,288,21774,
789,-2209,312,21775,
777,-2289,345,21776,
775,-2289,309,21777,
818,-2262,245,21778,
889,-2243,230,21779,
910,-2189,360,21780,
936,-2234,457,21781,
963,-2210,475,21782,
950,-2157,501,21783,
847,-2204,375,21784,
775,-2233,286,21785,
763,-2395,337,21786,
761,-2406,376,21787,
740,-2302,366,21788,
718,-2261,344,21789,
775,-2161,430,21790,
760,-2225,374,21791,
761,-2228,261,21792,
818,-2175,267,21793,
806,-2243,211,21794,
845,-2227,239,21795,
876,-2293,255,21796,
844,-2269,211,21797,
830,-2174,258,21798,
895,-2216,231,21799,
925,-2201,267,21800,
889,-2238,333,21801,
962,-2211,337,21802,
914,-2194,409,21803,
884,-2229,416,21804,
916,-2166,425,21805,
811,-2136,397,21806,
786,-2045,342,21807,
764,-2040,339,21808,
726,-2118,272,21809,
706,-2194,322,21810,
735,-2297,348,21811,
812,-2247,260,21812,
852,-2274,230,21813,
902,-2309,226,21814,
946,-2261,289,21815,
959,-2238,317,21816,
963,-2169,361,21817,
970,-2192,388,21818,
984,-2171,328,21819,
963,-2227,392,21820,
935,-2293,448,21821,
934,-2220,427,21822,
890,-2202,454,21823,
889,-2165,413,21824,
904,-2123,372,21825,
893,-2105,426,21826,
927,-2094,398,21827,
887,-2093,391,21828,
878,-2168,325,21829,
857,-2200,173,21830,
763,-2225,163,21831,
888,-2262,204,21832,
885,-2259,334,21833,
832,-2385,396,21834,
887,-2367,384,21835,
763,-2311,405,21836,
774,-2314,379,21837,
747,-2296,466,21838,
719,-2319,431,21839,
794,-2271,306,21840,
743,-2289,334,21841,
793,-2235,380,21842,
752,-2216,441,21843,
689,-2264,443,21844,
717,-2250,418,21845,
685,-2354,407,21846,
790,-2337,400,21847,
848,-2291,392,21848,
852,-2296,323,21849,
901,-2253,313,21850,
909,-2392,330,21851,
905,-2472,296,21852,
876,-2400,309,21853,
856,-2413,356,21854,
769,-2381,375,21855,
780,-2355,406,21856,
798,-2338,439,21857,
723,-2285,366,21858,
791,-2260,275,21859,
832,-2252,261,21860,
786,-2228,247,21861,
804,-2187,267,21862,
813,-2209,311,21863,
806,-2238,273,21864,
919,-2216,291,21865,
913,-2147,397,21866,
883,-2170,394,21867,
935,-2155,393,21868,
920,-2114,441,21869,
987,-2126,403,21870,
876,-2037,396,21871,
839,-2019,423,21872,
859,-2088,409,21873,
748,-2125,373,21874,
844,-2124,356,21875,
738,-2151,361,21876,
730,-2131,312,21877,
878,-2153,278,21878,
912,-2192,235,21879,
1008,-2180,243,21880,
963,-2200,347,21881,
1004,-2166,330,21882,
995,-2242,304,21883,
968,-2273,325,21884,
1030,-2265,366,21885,
930,-2314,367,21886,
890,-2308,295,21887,
884,-2295,316,21888,
812,-2222,297,21889,
783,-2206,304,21890,
764,-2186,362,21891,
785,-2226,342,21892,
812,-2252,360,21893,
790,-2230,371,21894,
843,-2275,336,21895,
896,-2238,300,21896,
918,-2300,288,21897,
900,-2291,283,21898,
844,-2291,283,21899,
838,-2377,260,21900,
808,-2341,273,21901,
819,-2365,326,21902,
801,-2348,370,21903,
740,-2288,372,21904,
731,-2243,369,21905,
661,-2175,453,21906,
678,-2154,390,21907,
692,-2113,378,21908,
658,-2116,408,21909,
751,-2197,284,21910,
793,-2193,286,21911,
856,-2194,248,21912,
899,-2182,227,21913,
828,-2228,298,21914,
868,-2306,346,21915,
940,-2301,429,21916,
905,-2353,416,21917,
938,-2353,423,21918,
1004,-2335,429,21919,
997,-2346,363,21920,
999,-2374,417,21921,
1005,-2364,458,21922,
995,-2341,434,21923,
974,-2340,439,21924,
949,-2333,411,21925,
899,-2331,392,21926,
845,-2293,310,21927,
828,-2328,250,21928,
867,-2300,311,21929,
887,-2288,319,21930,
848,-2242,390,21931,
796,-2215,427,21932,
789,-2276,355,21933,
755,-2254,323,21934,
741,-2282,313,21935,
764,-2153,383,21936,
732,-2137,423,21937,
800,-2145,407,21938,
805,-2075,445,21939,
774,-2180,461,21940,
757,-2117,417,21941,
735,-2144,353,21942,
774,-2202,270,21943,
794,-2202,266,21944,
813,-2332,263,21945,
817,-2316,177,21946,
809,-2264,140,21947,
784,-2241,182,21948,
821,-2170,269,21949,
901,-2194,270,21950,
962,-2198,337,21951,
938,-2153,394,21952,
921,-2156,378,21953,
841,-2137,499,21954,
744,-2191,502,21955,
816,-2183,411,21956,
797,-2165,390,21957,
888,-2235,355,21958,
944,-2213,318,21959,
933,-2213,288,21960,
1032,-2195,254,21961,
965,-2135,292,21962,
975,-2127,339,21963,
940,-2138,305,21964,
884,-2158,303,21965,
912,-2228,298,21966,
843,-2263,279,21967,
879,-2272,301,21968,
817,-2305,324,21969,
782,-2289,342,21970,
887,-2236,362,21971,
826,-2191,342,21972,
796,-2235,321,21973,
777,-2243,371,21974,
749,-2254,354,21975,
796,-2288,339,21976,
699,-2250,400,21977,
727,-2303,370,21978,
825,-2315,339,21979,
823,-2270,364,21980,
888,-2299,338,21981,
811,-2255,335,21982,
854,-2235,332,21983,
862,-2235,339,21984,
795,-2218,339,21985,
836,-2209,252,21986,
705,-2167,330,21987,
756,-2175,392,21988,
791,-2106,355,21989,
751,-2112,360,21990,
837,-2158,280,21991,
766,-2205,282,21992,
851,-2346,224,21993,
939,-2335,183,21994,
921,-2361,267,21995,
1021,-2405,275,21996,
973,-2375,311,21997,
1015,-2344,360,21998,
1023,-2270,383,21999,
922,-2288,364,22000,
977,-2347,366,22001,
952,-2338,386,22002,
968,-2324,382,22003,
986,-2313,399,22004,
928,-2302,392,22005,
909,-2346,416,22006,
800,-2367,436,22007,
750,-2353,412,22008,
758,-2346,366,22009,
740,-2289,323,22010,
866,-2277,346,22011,
897,-2278,305,22012,
886,-2259,243,22013,
915,-2269,292,22014,
835,-2254,317,22015,
793,-2253,342,22016,
714,-2240,433,22017,
653,-2261,444,22018,
670,-2245,416,22019,
676,-2218,398,22020,
674,-2222,374,22021,
737,-2155,369,22022,
825,-2148,296,22023,
839,-2148,283,22024,
884,-2143,279,22025,
889,-2206,210,22026,
897,-2216,190,22027,
914,-2160,170,22028,
886,-2142,253,22029,
932,-2174,298,22030,
929,-2172,262,22031,
943,-2140,316,22032,
901,-2141,327,22033,
847,-2171,351,22034,
878,-2229,442,22035,
814,-2284,469,22036,
824,-2271,483,22037,
797,-2239,498,22038,
761,-2228,448,22039,
745,-2202,374,22040,
729,-2112,341,22041,
767,-2039,339,22042,
774,-2118,281,22043,
793,-2179,284,22044,
774,-2213,337,22045,
758,-2270,342,22046,
700,-2235,355,22047,
709,-2298,365,22048,
739,-2293,403,22049,
778,-2197,367,22050,
844,-2183,380,22051,
805,-2147,393,22052,
837,-2193,258,22053,
856,-2211,290,22054,
836,-2159,340,22055,
850,-2116,296,22056,
883,-2155,302,22057,
933,-2252,302,22058,
957,-2322,341,22059,
969,-2316,376,22060,
1017,-2325,372,22061,
1065,-2430,398,22062,
1030,-2419,441,22063,
1027,-2415,478,22064,
988,-2397,512,22065,
930,-2342,521,22066,
894,-2305,514,22067,
791,-2286,461,22068,
842,-2245,412,22069,
823,-2195,431,22070,
840,-2209,370,22071,
899,-2088,253,22072,
809,-2121,274,22073,
855,-2145,320,22074,
769,-2117,281,22075,
775,-2210,254,22076,
777,-2174,202,22077,
742,-2231,160,22078,
887,-2251,193,22079,
871,-2209,289,22080,
931,-2276,313,22081,
928,-2339,328,22082,
865,-2361,408,22083,
893,-2377,444,22084,
808,-2378,419,22085,
784,-2364,328,22086,
818,-2368,354,22087,
833,-2326,383,22088,
835,-2302,323,22089,
871,-2275,328,22090,
899,-2284,341,22091,
886,-2336,320,22092,
877,-2312,282,22093,
888,-2331,332,22094,
909,-2275,417,22095,
897,-2254,376,22096,
911,-2247,374,22097,
840,-2143,357,22098,
826,-2218,309,22099,
816,-2301,389,22100,
784,-2323,347,22101,
824,-2293,319,22102,
836,-2250,351,22103,
906,-2208,324,22104,
864,-2040,395,22105,
851,-1964,465,22106,
801,-2020,482,22107,
787,-2063,386,22108,
860,-2175,284,22109,
792,-2283,236,22110,
853,-2232,225,22111,
872,-2194,301,22112,
873,-2227,322,22113,
881,-2196,348,22114,
836,-2211,364,22115,
832,-2209,368,22116,
736,-2195,332,22117,
678,-2211,290,22118,
687,-2165,303,22119,
682,-2167,267,22120,
688,-2151,330,22121,
721,-2153,300,22122,
746,-2185,197,22123,
817,-2239,217,22124,
832,-2235,226,22125,
815,-2224,270,22126,
869,-2258,377,22127,
862,-2221,413,22128,
930,-2241,410,22129,
965,-2229,422,22130,
934,-2248,382,22131,
922,-2265,438,22132,
880,-2190,494,22133,
848,-2188,456,22134,
805,-2169,429,22135,
800,-2189,349,22136,
805,-2194,302,22137,
811,-2116,253,22138,
788,-2098,197,22139,
711,-2110,188,22140,
711,-2199,87,22141,
761,-2223,86,22142,
791,-2264,193,22143,
889,-2312,245,22144,
942,-2325,308,22145,
879,-2366,325,22146,
864,-2323,337,22147,
879,-2371,406,22148,
900,-2419,462,22149,
984,-2439,538,22150,
980,-2423,608,22151,
965,-2332,602,22152,
929,-2247,578,22153,
905,-2203,521,22154,
945,-2240,415,22155,
916,-2246,324,22156,
995,-2219,250,22157,
932,-2183,198,22158,
891,-2242,146,22159,
915,-2354,108,22160,
882,-2269,108,22161,
886,-2215,41,22162,
799,-2272,126,22163,
893,-2371,268,22164,
849,-2405,241,22165,
766,-2350,404,22166,
714,-2417,538,22167,
626,-2411,473,22168,
730,-2378,498,22169,
709,-2335,506,22170,
720,-2235,475,22171,
824,-2149,456,22172,
818,-2120,480,22173,
883,-2170,484,22174,
972,-2122,438,22175,
913,-2092,457,22176,
944,-2167,372,22177,
886,-2184,228,22178,
871,-2195,175,22179,
908,-2171,162,22180,
800,-2129,168,22181,
923,-2191,238,22182,
895,-2233,341,22183,
868,-2212,393,22184,
929,-2188,428,22185,
846,-2214,390,22186,
932,-2271,337,22187,
928,-2265,398,22188,
904,-2143,450,22189,
933,-2040,492,22190,
850,-2029,532,22191,
883,-2090,452,22192,
817,-2135,350,22193,
792,-2195,371,22194,
841,-2231,422,22195,
780,-2231,357,22196,
885,-2264,306,22197,
868,-2223,258,22198,
888,-2198,242,22199,
889,-2247,300,22200,
813,-2372,256,22201,
943,-2333,222,22202,
797,-2291,322,22203,
742,-2331,380,22204,
744,-2262,298,22205,
632,-2311,253,22206,
743,-2305,262,22207,
716,-2281,270,22208,
848,-2323,331,22209,
916,-2263,444,22210,
807,-2262,480,22211,
833,-2308,483,22212,
712,-2317,473,22213,
732,-2353,380,22214,
750,-2353,329,22215,
743,-2280,321,22216,
857,-2212,368,22217,
882,-2182,368,22218,
868,-2202,261,22219,
831,-2254,205,22220,
779,-2213,153,22221,
753,-2202,157,22222,
757,-2199,194,22223,
752,-2129,186,22224,
753,-2204,209,22225,
755,-2262,213,22226,
819,-2306,229,22227,
890,-2351,297,22228,
943,-2320,356,22229,
1007,-2322,399,22230,
969,-2255,455,22231,
983,-2246,491,22232,
938,-2255,540,22233,
888,-2270,531,22234,
958,-2235,509,22235,
835,-2112,544,22236,
821,-2095,487,22237,
869,-2072,416,22238,
867,-2137,336,22239,
891,-2148,342,22240,
859,-2119,351,22241,
863,-2196,240,22242,
801,-2164,207,22243,
793,-2151,174,22244,
792,-2194,244,22245,
796,-2231,321,22246,
841,-2341,272,22247,
871,-2346,301,22248,
878,-2297,340,22249,
873,-2296,446,22250,
835,-2234,535,22251,
798,-2211,563,22252,
780,-2252,568,22253,
751,-2249,494,22254,
799,-2215,419,22255,
816,-2220,350,22256,
847,-2288,266,22257,
825,-2307,192,22258,
814,-2264,238,22259,
869,-2370,203,22260,
850,-2397,130,22261,
906,-2422,121,22262,
992,-2402,101,22263,
935,-2330,139,22264,
984,-2315,196,22265,
953,-2221,288,22266,
858,-2293,360,22267,
902,-2296,399,22268,
821,-2348,433,22269,
918,-2253,471,22270,
889,-2174,476,22271,
840,-2190,471,22272,
852,-2106,480,22273,
762,-2211,451,22274,
832,-2107,387,22275,
808,-2113,347,22276,
859,-2078,387,22277,
896,-2086,435,22278,
860,-2135,391,22279,
918,-2050,369,22280,
920,-2121,431,22281,
846,-2195,385,22282,
835,-2312,344,22283,
783,-2317,304,22284,
823,-2338,311,22285,
819,-2258,344,22286,
783,-2239,315,22287,
861,-2220,324,22288,
727,-2198,249,22289,
788,-2182,272,22290,
740,-2096,287,22291,
736,-2173,238,22292,
773,-2155,247,22293,
758,-2265,245,22294,
902,-2284,268,22295,
836,-2289,332,22296,
970,-2333,428,22297,
901,-2312,438,22298,
935,-2291,438,22299,
903,-2274,400,22300,
