ARRIVALS,,,,
#sitename,,,,
#onset,,,,
#first motion,,,,
#phase,,,,
#year month day,,,,
#hour minute,,,,
#second,,,,
#uncertainty in seconds,,,,
#peak amplitude,,,,
#frequency at P phase,,,,
,,,,
TIME SERIES,,,,
LLPS,LLPS,LLPS,#sitename,
EHE _,EHN _,EHZ _,#component,
unnamed,unnamed,unnamed,#authority,
20180828,20180828,20180828,#year month day,
438,438,438,#hour minute,
7.112,7.112,7.112,#second,
100,100,100,#samples per second,
27126,27126,27126,#number of samples,
0,0,0,#sync,
,,,#sync source,
--------,--------,--------,,
941,-2360,137,1108,
981,-2282,153,1109,
987,-2218,260,1110,
919,-2295,232,1111,
864,-2224,221,1112,
765,-2237,241,1113,
751,-2190,224,1114,
700,-2076,282,1115,
694,-2107,288,1116,
686,-2122,268,1117,
683,-2167,246,1118,
834,-2157,242,1119,
868,-2161,338,1120,
901,-2205,419,1121,
903,-2247,477,1122,
838,-2287,462,1123,
897,-2252,416,1124,
843,-2280,411,1125,
842,-2326,339,1126,
912,-2306,333,1127,
938,-2337,358,1128,
957,-2297,351,1129,
863,-2235,394,1130,
813,-2283,400,1131,
773,-2318,388,1132,
747,-2353,402,1133,
804,-2320,398,1134,
820,-2289,326,1135,
866,-2250,282,1136,
834,-2168,335,1137,
741,-2163,422,1138,
740,-2213,474,1139,
723,-2305,377,1140,
825,-2332,253,1141,
894,-2221,254,1142,
755,-2074,331,1143,
674,-2071,436,1144,
646,-2154,435,1145,
739,-2243,345,1146,
876,-2259,360,1147,
792,-2194,429,1148,
770,-2185,438,1149,
799,-2179,415,1150,
848,-2246,383,1151,
906,-2221,354,1152,
865,-2123,377,1153,
969,-2164,377,1154,
984,-2212,310,1155,
940,-2331,290,1156,
931,-2375,285,1157,
887,-2326,236,1158,
921,-2311,249,1159,
860,-2228,366,1160,
847,-2147,428,1161,
942,-2143,372,1162,
923,-2181,263,1163,
921,-2186,220,1164,
919,-2152,298,1165,
950,-2175,341,1166,
1017,-2207,311,1167,
922,-2210,260,1168,
930,-2190,257,1169,
853,-2187,265,1170,
792,-2270,222,1171,
869,-2269,268,1172,
843,-2257,336,1173,
972,-2249,323,1174,
964,-2198,359,1175,
878,-2152,396,1176,
869,-2189,413,1177,
831,-2240,471,1178,
885,-2237,449,1179,
954,-2277,429,1180,
924,-2238,387,1181,
846,-2250,352,1182,
842,-2243,399,1183,
812,-2322,405,1184,
782,-2396,380,1185,
763,-2405,327,1186,
755,-2461,366,1187,
727,-2466,362,1188,
764,-2499,307,1189,
808,-2396,318,1190,
758,-2397,320,1191,
786,-2347,340,1192,
683,-2245,313,1193,
684,-2250,349,1194,
711,-2215,355,1195,
688,-2231,313,1196,
813,-2106,364,1197,
801,-2033,358,1198,
805,-2055,362,1199,
786,-2030,463,1200,
807,-2099,437,1201,
858,-2168,365,1202,
856,-2186,354,1203,
879,-2207,313,1204,
905,-2207,350,1205,
950,-2173,363,1206,
866,-2192,355,1207,
836,-2265,328,1208,
800,-2294,261,1209,
756,-2264,308,1210,
726,-2273,352,1211,
649,-2302,373,1212,
697,-2280,368,1213,
758,-2282,390,1214,
817,-2273,403,1215,
864,-2213,370,1216,
949,-2116,445,1217,
868,-2134,451,1218,
805,-2182,377,1219,
933,-2158,376,1220,
909,-2211,369,1221,
969,-2206,346,1222,
967,-2194,326,1223,
998,-2176,246,1224,
1099,-2134,254,1225,
1055,-2176,307,1226,
1035,-2194,325,1227,
996,-2253,443,1228,
991,-2334,483,1229,
915,-2324,448,1230,
937,-2360,385,1231,
945,-2380,310,1232,
881,-2425,276,1233,
982,-2433,255,1234,
944,-2304,363,1235,
897,-2332,411,1236,
874,-2301,368,1237,
785,-2242,341,1238,
783,-2255,279,1239,
719,-2157,292,1240,
712,-2115,324,1241,
736,-2082,322,1242,
671,-2098,278,1243,
681,-2151,160,1244,
636,-2164,44,1245,
610,-2252,22,1246,
632,-2300,63,1247,
650,-2260,56,1248,
734,-2226,35,1249,
802,-2261,17,1250,
868,-2304,66,1251,
917,-2338,216,1252,
890,-2405,321,1253,
885,-2372,422,1254,
922,-2301,503,1255,
962,-2297,380,1256,
1069,-2311,251,1257,
1060,-2293,237,1258,
984,-2281,250,1259,
963,-2277,400,1260,
978,-2250,478,1261,
1005,-2188,449,1262,
973,-2130,429,1263,
962,-2142,314,1264,
968,-2176,282,1265,
1008,-2248,321,1266,
1017,-2269,383,1267,
1008,-2266,473,1268,
958,-2335,484,1269,
842,-2363,459,1270,
799,-2334,449,1271,
744,-2246,486,1272,
639,-2158,521,1273,
620,-2129,556,1274,
606,-2034,612,1275,
560,-2043,577,1276,
575,-2099,498,1277,
514,-2099,467,1278,
555,-2220,413,1279,
681,-2220,409,1280,
753,-2193,449,1281,
868,-2188,413,1282,
867,-2121,390,1283,
898,-2136,341,1284,
935,-2173,305,1285,
991,-2296,299,1286,
1002,-2381,309,1287,
889,-2361,390,1288,
897,-2373,442,1289,
822,-2372,489,1290,
840,-2351,437,1291,
894,-2263,344,1292,
858,-2171,302,1293,
906,-2154,278,1294,
845,-2115,328,1295,
806,-2085,279,1296,
783,-2151,236,1297,
776,-2156,250,1298,
836,-2095,329,1299,
777,-2163,464,1300,
772,-2194,419,1301,
850,-2247,376,1302,
833,-2337,393,1303,
804,-2341,416,1304,
802,-2355,511,1305,
743,-2299,533,1306,
767,-2269,486,1307,
853,-2236,524,1308,
813,-2189,570,1309,
801,-2230,539,1310,
805,-2282,498,1311,
846,-2328,486,1312,
919,-2309,498,1313,
921,-2302,476,1314,
909,-2312,441,1315,
917,-2380,428,1316,
1014,-2470,393,1317,
997,-2409,395,1318,
953,-2377,464,1319,
966,-2331,480,1320,
937,-2345,380,1321,
972,-2337,307,1322,
972,-2207,342,1323,
960,-2193,371,1324,
969,-2178,383,1325,
927,-2221,352,1326,
914,-2170,290,1327,
842,-2103,314,1328,
753,-2162,335,1329,
760,-2178,293,1330,
759,-2219,228,1331,
761,-2170,209,1332,
728,-2122,215,1333,
720,-2174,200,1334,
707,-2223,211,1335,
701,-2197,199,1336,
731,-2155,221,1337,
676,-2110,259,1338,
651,-2077,281,1339,
651,-2082,339,1340,
647,-2034,345,1341,
688,-2041,332,1342,
735,-2061,316,1343,
777,-2098,305,1344,
825,-2185,346,1345,
824,-2226,330,1346,
853,-2319,233,1347,
901,-2330,127,1348,
958,-2335,83,1349,
1045,-2426,94,1350,
1032,-2454,136,1351,
1042,-2500,234,1352,
1016,-2480,340,1353,
988,-2551,363,1354,
995,-2597,311,1355,
910,-2477,334,1356,
883,-2436,392,1357,
803,-2354,361,1358,
790,-2353,345,1359,
820,-2328,407,1360,
772,-2233,424,1361,
810,-2263,346,1362,
739,-2236,298,1363,
691,-2224,253,1364,
703,-2183,203,1365,
694,-2158,180,1366,
756,-2199,178,1367,
822,-2152,229,1368,
906,-2118,279,1369,
894,-2134,341,1370,
824,-2192,342,1371,
842,-2195,348,1372,
811,-2162,381,1373,
789,-2129,330,1374,
851,-2090,350,1375,
820,-2069,353,1376,
886,-2051,337,1377,
929,-2081,337,1378,
894,-2075,266,1379,
997,-2101,215,1380,
1025,-2123,155,1381,
1025,-2103,101,1382,
1027,-2051,114,1383,
1026,-1987,166,1384,
1029,-2073,201,1385,
941,-2152,234,1386,
919,-2167,312,1387,
873,-2181,371,1388,
815,-2222,316,1389,
817,-2294,275,1390,
764,-2300,277,1391,
766,-2279,208,1392,
744,-2288,211,1393,
784,-2419,187,1394,
820,-2457,165,1395,
764,-2427,237,1396,
795,-2427,226,1397,
741,-2418,247,1398,
726,-2506,232,1399,
809,-2427,221,1400,
848,-2385,345,1401,
858,-2391,395,1402,
854,-2348,390,1403,
860,-2361,400,1404,
867,-2270,381,1405,
919,-2215,406,1406,
933,-2209,472,1407,
919,-2194,475,1408,
1004,-2146,482,1409,
1030,-2153,441,1410,
987,-2206,361,1411,
1016,-2164,350,1412,
1023,-2151,321,1413,
1039,-2163,297,1414,
1078,-2102,312,1415,
1054,-2122,340,1416,
1019,-2192,356,1417,
977,-2201,345,1418,
974,-2244,353,1419,
940,-2236,385,1420,
815,-2215,478,1421,
765,-2210,574,1422,
711,-2194,586,1423,
644,-2225,582,1424,
603,-2198,540,1425,
543,-2179,510,1426,
563,-2168,506,1427,
555,-2121,477,1428,
551,-2200,406,1429,
576,-2196,348,1430,
549,-2154,446,1431,
590,-2212,531,1432,
616,-2243,590,1433,
693,-2332,677,1434,
743,-2320,676,1435,
656,-2252,687,1436,
648,-2244,693,1437,
658,-2267,653,1438,
764,-2324,605,1439,
845,-2294,510,1440,
861,-2306,384,1441,
988,-2315,255,1442,
1032,-2287,224,1443,
1007,-2334,275,1444,
950,-2347,234,1445,
940,-2367,220,1446,
1002,-2406,228,1447,
978,-2375,199,1448,
1029,-2316,251,1449,
1095,-2271,270,1450,
1029,-2254,283,1451,
1065,-2262,399,1452,
1010,-2250,484,1453,
932,-2292,468,1454,
931,-2315,490,1455,
856,-2311,577,1456,
870,-2302,592,1457,
841,-2228,545,1458,
901,-2275,490,1459,
956,-2256,450,1460,
953,-2236,455,1461,
1029,-2241,482,1462,
926,-2189,460,1463,
933,-2271,375,1464,
886,-2220,377,1465,
760,-2136,427,1466,
771,-2138,447,1467,
644,-2152,453,1468,
683,-2211,362,1469,
666,-2177,323,1470,
585,-2113,291,1471,
712,-2129,193,1472,
704,-2175,126,1473,
747,-2196,15,1474,
813,-2200,33,1475,
784,-2177,188,1476,
815,-2224,291,1477,
829,-2301,324,1478,
867,-2331,262,1479,
893,-2362,195,1480,
833,-2275,233,1481,
840,-2209,318,1482,
819,-2232,317,1483,
829,-2240,308,1484,
829,-2254,300,1485,
727,-2253,267,1486,
776,-2225,317,1487,
802,-2211,386,1488,
767,-2179,500,1489,
705,-2075,614,1490,
633,-2088,585,1491,
596,-2154,476,1492,
588,-2165,423,1493,
655,-2159,385,1494,
722,-2121,312,1495,
822,-2135,236,1496,
915,-2144,168,1497,
980,-2139,145,1498,
1001,-2146,154,1499,
1005,-2086,265,1500,
992,-2155,356,1501,
972,-2247,418,1502,
978,-2265,457,1503,
973,-2301,422,1504,
910,-2245,480,1505,
830,-2304,434,1506,
843,-2275,326,1507,
818,-2220,252,1508,
869,-2278,158,1509,
910,-2249,102,1510,
839,-2339,22,1511,
860,-2357,32,1512,
868,-2335,52,1513,
925,-2353,7,1514,
951,-2268,8,1515,
960,-2238,-14,1516,
971,-2308,-92,1517,
955,-2329,-183,1518,
1000,-2313,-188,1519,
961,-2269,-81,1520,
941,-2224,55,1521,
934,-2297,171,1522,
918,-2345,183,1523,
931,-2387,153,1524,
949,-2402,225,1525,
930,-2316,339,1526,
972,-2279,461,1527,
1055,-2270,521,1528,
1046,-2312,537,1529,
1063,-2328,540,1530,
996,-2277,493,1531,
970,-2268,521,1532,
980,-2293,481,1533,
988,-2331,428,1534,
961,-2217,540,1535,
821,-2137,584,1536,
788,-2169,536,1537,
723,-2223,435,1538,
704,-2239,263,1539,
697,-2165,226,1540,
691,-2176,221,1541,
780,-2120,158,1542,
769,-2077,215,1543,
784,-2049,283,1544,
776,-2057,319,1545,
773,-2185,320,1546,
797,-2258,352,1547,
752,-2312,439,1548,
706,-2295,474,1549,
625,-2261,522,1550,
571,-2255,497,1551,
633,-2205,465,1552,
663,-2127,514,1553,
656,-2141,484,1554,
701,-2157,406,1555,
656,-2120,370,1556,
676,-2142,340,1557,
687,-2107,328,1558,
736,-2095,339,1559,
850,-2122,316,1560,
848,-2187,306,1561,
981,-2320,241,1562,
1006,-2381,176,1563,
974,-2434,233,1564,
1004,-2375,323,1565,
969,-2293,443,1566,
1021,-2345,504,1567,
1035,-2393,425,1568,
1022,-2461,286,1569,
1017,-2366,229,1570,
963,-2215,309,1571,
947,-2170,368,1572,
914,-2109,340,1573,
942,-2152,326,1574,
1026,-2189,277,1575,
1020,-2229,156,1576,
1017,-2310,171,1577,
963,-2263,263,1578,
943,-2221,270,1579,
881,-2288,292,1580,
748,-2326,372,1581,
794,-2280,425,1582,
776,-2278,500,1583,
751,-2337,601,1584,
822,-2389,654,1585,
722,-2381,747,1586,
690,-2326,778,1587,
687,-2281,711,1588,
650,-2251,669,1589,
747,-2215,675,1590,
728,-2171,709,1591,
775,-2210,671,1592,
810,-2196,587,1593,
766,-2187,535,1594,
794,-2193,518,1595,
774,-2152,480,1596,
848,-2215,355,1597,
810,-2219,274,1598,
837,-2201,251,1599,
974,-2181,232,1600,
929,-2203,231,1601,
947,-2260,201,1602,
888,-2253,188,1603,
842,-2289,185,1604,
837,-2228,193,1605,
794,-2211,147,1606,
917,-2252,124,1607,
949,-2170,249,1608,
942,-2125,304,1609,
967,-2123,353,1610,
873,-2222,415,1611,
827,-2362,414,1612,
809,-2387,448,1613,
735,-2376,498,1614,
718,-2358,554,1615,
707,-2327,568,1616,
712,-2291,539,1617,
715,-2246,502,1618,
711,-2248,439,1619,
734,-2255,364,1620,
666,-2210,329,1621,
682,-2229,251,1622,
698,-2170,134,1623,
702,-2055,83,1624,
763,-2062,5,1625,
757,-2090,-66,1626,
896,-2132,-92,1627,
988,-2131,-41,1628,
1006,-2157,21,1629,
1081,-2196,60,1630,
1042,-2203,149,1631,
1059,-2237,163,1632,
1013,-2154,246,1633,
988,-2172,337,1634,
1041,-2234,320,1635,
1039,-2255,302,1636,
1142,-2278,279,1637,
1066,-2210,320,1638,
1035,-2290,358,1639,
1088,-2292,399,1640,
1038,-2313,453,1641,
1025,-2352,476,1642,
899,-2323,484,1643,
854,-2357,455,1644,
817,-2294,443,1645,
766,-2265,439,1646,
753,-2202,514,1647,
703,-2218,590,1648,
709,-2225,537,1649,
688,-2202,529,1650,
665,-2192,565,1651,
655,-2180,586,1652,
653,-2250,580,1653,
655,-2269,534,1654,
745,-2301,445,1655,
784,-2281,373,1656,
795,-2269,341,1657,
841,-2307,260,1658,
806,-2378,313,1659,
897,-2354,350,1660,
894,-2348,309,1661,
934,-2374,351,1662,
1001,-2352,334,1663,
943,-2376,384,1664,
942,-2322,499,1665,
850,-2328,564,1666,
853,-2329,543,1667,
842,-2287,592,1668,
858,-2254,661,1669,
818,-2231,577,1670,
706,-2239,510,1671,
709,-2192,427,1672,
642,-2157,412,1673,
709,-2149,427,1674,
728,-2100,416,1675,
693,-2083,398,1676,
724,-2026,364,1677,
686,-2001,383,1678,
730,-2082,369,1679,
778,-2114,385,1680,
816,-2150,360,1681,
827,-2104,363,1682,
802,-2038,402,1683,
809,-2091,363,1684,
770,-2285,343,1685,
797,-2345,252,1686,
861,-2312,178,1687,
837,-2291,109,1688,
840,-2190,66,1689,
928,-2320,102,1690,
973,-2303,65,1691,
1031,-2237,126,1692,
1038,-2267,216,1693,
1041,-2235,247,1694,
1112,-2325,309,1695,
987,-2268,329,1696,
921,-2207,337,1697,
886,-2151,318,1698,
878,-2134,294,1699,
962,-2178,233,1700,
908,-2150,178,1701,
872,-2237,122,1702,
808,-2235,20,1703,
799,-2209,13,1704,
830,-2272,0,1705,
803,-2264,40,1706,
839,-2276,118,1707,
846,-2264,128,1708,
827,-2241,157,1709,
803,-2275,205,1710,
780,-2319,257,1711,
787,-2376,264,1712,
815,-2357,274,1713,
814,-2333,293,1714,
770,-2309,350,1715,
752,-2285,423,1716,
712,-2275,462,1717,
660,-2240,453,1718,
676,-2305,355,1719,
726,-2336,340,1720,
741,-2284,360,1721,
803,-2276,341,1722,
827,-2327,322,1723,
797,-2364,270,1724,
814,-2384,227,1725,
762,-2394,192,1726,
806,-2381,185,1727,
834,-2333,202,1728,
868,-2267,249,1729,
928,-2254,298,1730,
890,-2216,349,1731,
948,-2216,371,1732,
878,-2216,391,1733,
842,-2187,448,1734,
893,-2181,452,1735,
875,-2174,452,1736,
972,-2198,371,1737,
1004,-2093,304,1738,
968,-1968,337,1739,
952,-1921,402,1740,
922,-1885,494,1741,
893,-2056,477,1742,
841,-2200,383,1743,
819,-2196,300,1744,
835,-2146,345,1745,
836,-2098,461,1746,
882,-2163,505,1747,
928,-2174,528,1748,
813,-2198,521,1749,
746,-2226,513,1750,
697,-2279,505,1751,
648,-2314,498,1752,
687,-2241,477,1753,
679,-2289,373,1754,
819,-2334,282,1755,
884,-2308,262,1756,
871,-2264,266,1757,
925,-2234,323,1758,
911,-2297,324,1759,
970,-2383,199,1760,
1007,-2371,134,1761,
1039,-2277,151,1762,
1081,-2249,186,1763,
1128,-2243,244,1764,
1166,-2215,311,1765,
1073,-2220,336,1766,
1010,-2218,308,1767,
995,-2213,342,1768,
1012,-2248,373,1769,
1005,-2226,348,1770,
877,-2204,373,1771,
860,-2271,340,1772,
857,-2284,290,1773,
835,-2269,342,1774,
923,-2267,405,1775,
904,-2247,476,1776,
868,-2267,524,1777,
904,-2316,506,1778,
871,-2334,469,1779,
841,-2303,497,1780,
780,-2257,579,1781,
719,-2233,569,1782,
732,-2267,477,1783,
674,-2267,386,1784,
684,-2282,297,1785,
718,-2380,224,1786,
756,-2455,237,1787,
824,-2452,278,1788,
790,-2409,289,1789,
781,-2407,329,1790,
770,-2409,331,1791,
851,-2414,307,1792,
909,-2364,312,1793,
863,-2321,300,1794,
895,-2288,327,1795,
803,-2249,340,1796,
768,-2234,293,1797,
744,-2185,281,1798,
667,-2181,264,1799,
777,-2082,278,1800,
745,-1998,297,1801,
693,-1984,261,1802,
690,-1951,295,1803,
674,-1975,316,1804,
695,-1980,222,1805,
629,-2017,148,1806,
673,-2039,108,1807,
710,-2031,165,1808,
740,-2007,251,1809,
821,-2085,246,1810,
850,-2238,297,1811,
911,-2252,327,1812,
927,-2243,433,1813,
931,-2282,520,1814,
993,-2316,520,1815,
942,-2304,608,1816,
886,-2317,566,1817,
871,-2347,482,1818,
867,-2422,405,1819,
963,-2438,349,1820,
965,-2376,369,1821,
930,-2310,421,1822,
868,-2256,503,1823,
812,-2293,522,1824,
842,-2297,507,1825,
821,-2346,450,1826,
815,-2352,382,1827,
778,-2325,375,1828,
757,-2233,363,1829,
768,-2118,355,1830,
816,-2125,447,1831,
912,-2132,528,1832,
946,-2163,533,1833,
962,-2110,548,1834,
916,-2084,568,1835,
879,-2096,559,1836,
879,-2120,531,1837,
865,-2156,510,1838,
876,-2184,481,1839,
951,-2196,524,1840,
976,-2131,609,1841,
907,-2126,630,1842,
884,-2058,614,1843,
767,-2097,564,1844,
724,-2187,527,1845,
715,-2163,452,1846,
674,-2208,370,1847,
712,-2149,314,1848,
694,-2089,271,1849,
739,-2070,276,1850,
753,-2130,221,1851,
827,-2309,190,1852,
873,-2420,190,1853,
849,-2505,133,1854,
883,-2516,126,1855,
829,-2522,158,1856,
905,-2496,185,1857,
959,-2409,289,1858,
940,-2395,342,1859,
1000,-2457,287,1860,
1031,-2474,269,1861,
1016,-2444,231,1862,
957,-2391,252,1863,
953,-2291,327,1864,
990,-2268,371,1865,
973,-2214,401,1866,
908,-2181,376,1867,
879,-2159,330,1868,
849,-2164,247,1869,
844,-2217,192,1870,
815,-2188,217,1871,
768,-2224,287,1872,
812,-2209,329,1873,
782,-2174,291,1874,
823,-2221,268,1875,
806,-2231,338,1876,
733,-2231,386,1877,
758,-2237,346,1878,
715,-2229,350,1879,
761,-2263,334,1880,
786,-2316,296,1881,
806,-2284,254,1882,
853,-2250,174,1883,
781,-2304,153,1884,
779,-2305,164,1885,
754,-2280,171,1886,
701,-2305,167,1887,
741,-2309,215,1888,
704,-2326,323,1889,
750,-2360,346,1890,
751,-2352,298,1891,
702,-2346,256,1892,
787,-2294,242,1893,
767,-2193,285,1894,
870,-2228,290,1895,
896,-2219,220,1896,
817,-2232,171,1897,
869,-2267,133,1898,
835,-2202,111,1899,
872,-2262,107,1900,
890,-2241,119,1901,
907,-2275,91,1902,
994,-2320,8,1903,
971,-2217,-4,1904,
994,-2201,70,1905,
991,-2133,159,1906,
997,-2136,205,1907,
1012,-2191,223,1908,
908,-2146,225,1909,
875,-2130,234,1910,
827,-2069,231,1911,
796,-2047,222,1912,
839,-2028,252,1913,
811,-1974,230,1914,
845,-2031,194,1915,
874,-2103,221,1916,
838,-2212,215,1917,
889,-2296,158,1918,
910,-2258,138,1919,
952,-2274,178,1920,
961,-2287,271,1921,
901,-2295,385,1922,
910,-2302,478,1923,
827,-2289,523,1924,
821,-2358,529,1925,
821,-2361,498,1926,
762,-2372,471,1927,
824,-2350,487,1928,
798,-2278,430,1929,
891,-2257,392,1930,
1018,-2232,480,1931,
1022,-2253,495,1932,
1103,-2190,474,1933,
1062,-2264,485,1934,
1033,-2362,502,1935,
1023,-2288,591,1936,
950,-2281,672,1937,
895,-2212,676,1938,
932,-2224,601,1939,
1027,-2194,563,1940,
967,-2030,605,1941,
941,-2031,699,1942,
850,-2059,796,1943,
795,-2172,693,1944,
784,-2234,604,1945,
685,-2142,598,1946,
684,-2169,571,1947,
697,-2212,638,1948,
781,-2243,575,1949,
782,-2264,458,1950,
716,-2201,466,1951,
756,-2246,502,1952,
737,-2354,565,1953,
693,-2341,578,1954,
719,-2315,599,1955,
724,-2296,588,1956,
723,-2282,482,1957,
737,-2298,399,1958,
709,-2286,343,1959,
690,-2253,400,1960,
667,-2250,517,1961,
662,-2269,438,1962,
719,-2309,306,1963,
783,-2283,234,1964,
840,-2221,165,1965,
867,-2211,240,1966,
892,-2255,268,1967,
931,-2321,232,1968,
927,-2289,223,1969,
985,-2258,227,1970,
1033,-2220,366,1971,
1054,-2281,391,1972,
1071,-2286,403,1973,
963,-2199,493,1974,
889,-2106,531,1975,
810,-2024,539,1976,
807,-2094,439,1977,
808,-2063,334,1978,
753,-2073,283,1979,
827,-2044,324,1980,
792,-2063,318,1981,
800,-2157,213,1982,
762,-2169,232,1983,
727,-2157,299,1984,
776,-2193,352,1985,
757,-2329,420,1986,
838,-2287,436,1987,
803,-2281,472,1988,
748,-2322,492,1989,
717,-2415,431,1990,
748,-2491,422,1991,
699,-2504,387,1992,
630,-2537,339,1993,
708,-2503,324,1994,
630,-2566,323,1995,
625,-2445,369,1996,
638,-2359,317,1997,
685,-2414,198,1998,
721,-2415,111,1999,
760,-2433,114,2000,
804,-2321,155,2001,
818,-2351,113,2002,
1002,-2314,136,2003,
998,-2294,207,2004,
1050,-2284,209,2005,
1071,-2165,200,2006,
1017,-2185,180,2007,
1091,-2086,145,2008,
1070,-2101,147,2009,
1099,-2044,107,2010,
1037,-1969,72,2011,
1015,-1955,52,2012,
1006,-1922,44,2013,
937,-2010,131,2014,
933,-2020,239,2015,
918,-2040,397,2016,
842,-1993,436,2017,
815,-1999,409,2018,
827,-2052,436,2019,
708,-2120,467,2020,
734,-2148,528,2021,
662,-2149,531,2022,
652,-2141,579,2023,
663,-2134,601,2024,
553,-2151,607,2025,
637,-2116,566,2026,
579,-2219,543,2027,
618,-2206,540,2028,
635,-2217,372,2029,
626,-2239,336,2030,
716,-2220,321,2031,
739,-2295,258,2032,
809,-2294,245,2033,
762,-2356,208,2034,
811,-2374,194,2035,
886,-2378,215,2036,
961,-2391,228,2037,
1065,-2376,157,2038,
1047,-2388,97,2039,
1081,-2403,43,2040,
1106,-2392,12,2041,
1145,-2361,-17,2042,
1157,-2340,0,2043,
1169,-2299,97,2044,
1233,-2341,169,2045,
1247,-2354,241,2046,
1213,-2302,235,2047,
1180,-2216,282,2048,
1167,-2213,314,2049,
1132,-2285,282,2050,
1152,-2267,410,2051,
1106,-2268,512,2052,
1073,-2257,549,2053,
1026,-2297,598,2054,
939,-2333,580,2055,
907,-2307,526,2056,
866,-2288,486,2057,
879,-2274,507,2058,
840,-2291,560,2059,
851,-2316,550,2060,
764,-2352,494,2061,
674,-2388,371,2062,
719,-2364,232,2063,
670,-2326,180,2064,
706,-2340,155,2065,
702,-2251,169,2066,
642,-2209,180,2067,
643,-2229,139,2068,
601,-2186,107,2069,
564,-2200,101,2070,
546,-2143,111,2071,
510,-2104,128,2072,
575,-2106,211,2073,
586,-2045,288,2074,
563,-2063,279,2075,
601,-2064,263,2076,
517,-2063,214,2077,
576,-2078,183,2078,
654,-2072,199,2079,
736,-2115,217,2080,
878,-2118,300,2081,
813,-2147,322,2082,
877,-2175,316,2083,
880,-2150,343,2084,
784,-2138,354,2085,
824,-2141,456,2086,
788,-2207,525,2087,
877,-2296,534,2088,
916,-2318,489,2089,
884,-2318,341,2090,
959,-2314,239,2091,
917,-2294,203,2092,
894,-2270,196,2093,
849,-2210,224,2094,
798,-2215,225,2095,
853,-2301,197,2096,
907,-2366,172,2097,
962,-2342,190,2098,
937,-2301,286,2099,
976,-2327,382,2100,
1050,-2388,487,2101,
1004,-2465,524,2102,
1016,-2482,507,2103,
1017,-2454,508,2104,
1000,-2411,471,2105,
1069,-2387,529,2106,
1036,-2357,569,2107,
983,-2300,554,2108,
1000,-2327,516,2109,
960,-2334,433,2110,
1026,-2292,462,2111,
1028,-2220,494,2112,
976,-2163,525,2113,
1020,-2170,584,2114,
948,-2151,596,2115,
901,-2132,600,2116,
872,-2079,525,2117,
857,-2024,396,2118,
856,-1946,306,2119,
789,-1914,277,2120,
778,-1910,344,2121,
751,-2028,341,2122,
758,-2187,281,2123,
793,-2186,327,2124,
837,-2276,364,2125,
802,-2218,425,2126,
724,-2235,438,2127,
742,-2333,366,2128,
651,-2365,342,2129,
681,-2439,363,2130,
693,-2398,489,2131,
651,-2417,539,2132,
717,-2359,560,2133,
659,-2345,647,2134,
668,-2350,629,2135,
675,-2252,670,2136,
705,-2224,676,2137,
766,-2172,637,2138,
764,-2094,624,2139,
763,-2031,568,2140,
730,-2035,602,2141,
776,-2114,468,2142,
818,-2133,386,2143,
786,-2096,448,2144,
798,-2080,341,2145,
786,-2115,286,2146,
779,-2213,188,2147,
829,-2186,192,2148,
781,-2209,329,2149,
806,-2274,361,2150,
813,-2187,391,2151,
842,-2204,332,2152,
892,-2220,261,2153,
836,-2236,263,2154,
909,-2274,250,2155,
910,-2272,269,2156,
1019,-2311,278,2157,
1125,-2298,247,2158,
1054,-2306,219,2159,
1051,-2358,145,2160,
992,-2388,176,2161,
990,-2371,238,2162,
1006,-2363,274,2163,
1013,-2379,418,2164,
1050,-2405,448,2165,
1089,-2450,499,2166,
1098,-2498,577,2167,
1058,-2530,585,2168,
1041,-2470,593,2169,
988,-2419,474,2170,
981,-2369,419,2171,
904,-2322,404,2172,
819,-2250,355,2173,
767,-2145,302,2174,
726,-2132,177,2175,
778,-2097,95,2176,
767,-2089,39,2177,
857,-2173,-20,2178,
845,-2225,-9,2179,
824,-2258,-10,2180,
837,-2223,-18,2181,
753,-2120,20,2182,
821,-2152,33,2183,
836,-2171,86,2184,
852,-2124,168,2185,
775,-2152,227,2186,
683,-2145,215,2187,
752,-2165,168,2188,
734,-2164,169,2189,
738,-2127,109,2190,
740,-2130,112,2191,
722,-2151,67,2192,
707,-2232,8,2193,
647,-2233,145,2194,
670,-2211,214,2195,
703,-2217,249,2196,
734,-2200,288,2197,
794,-2195,289,2198,
797,-2220,296,2199,
774,-2249,240,2200,
757,-2221,227,2201,
736,-2243,239,2202,
707,-2213,280,2203,
721,-2191,365,2204,
683,-2204,337,2205,
610,-2153,291,2206,
593,-2140,259,2207,
580,-2130,249,2208,
614,-2092,273,2209,
657,-2058,239,2210,
742,-2099,207,2211,
889,-2187,208,2212,
930,-2245,289,2213,
890,-2247,400,2214,
893,-2327,429,2215,
893,-2427,481,2216,
951,-2474,524,2217,
1005,-2494,535,2218,
1013,-2455,536,2219,
1013,-2478,480,2220,
927,-2422,525,2221,
960,-2382,513,2222,
973,-2414,441,2223,
925,-2345,518,2224,
960,-2376,499,2225,
865,-2362,474,2226,
865,-2265,508,2227,
958,-2258,481,2228,
970,-2211,493,2229,
1047,-2200,476,2230,
1049,-2222,476,2231,
978,-2151,533,2232,
1020,-2136,512,2233,
975,-2183,512,2234,
921,-2153,506,2235,
